"numero","estado","numero_cuenta","comprobante_nro","Monto Total","Tasa administrativa","Tasa infraccion","medio_pago","tipo","juzgado","created_at","fecha_pago","fecha_acreditacion"
V-309258        ,Cancelada,CAUSAF00000001298488,3.748.172,155.472,13.272,142.200,PAGO FÁCIL,VELOCIDAD,Juzgado 5,2024-02-26 20:04:15,2026-04-29 21:00:00,2026-05-06 21:00:00
V-309340        ,Cancelada,CAUSAF00000001298580,55.970.954,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 3,2024-02-26 20:05:10,2026-02-01 21:00:00,2026-03-12 21:00:00
V-309367        ,Cancelada,CAUSAF00000001298607,3.566.543,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-26 20:05:24,2026-01-20 21:00:00,2026-01-20 21:00:00
V-309524        ,Cancelada,CAUSAF00000001298764,3.762.908,155.472,15.505,139.967,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-02-26 20:07:34,2026-05-03 21:00:00,2026-05-04 21:00:00
V-309702        ,Cancelada,CAUSAF00000001298952,3.627.684,283.699,12.649,271.050,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-02-26 20:10:21,2026-02-08 21:00:00,2026-02-09 21:00:00
V-309712        ,Cancelada,CAUSAF00000001298962,3.644.663,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-26 20:10:26,2026-03-01 21:00:00,2026-03-01 21:00:00
V-309830        ,Cancelada,CAUSAF00000001299090,56.100.230,297.672,13.272,284.400,SUGIT,VELOCIDAD,Juzgado 4,2024-02-26 20:15:35,2026-03-19 21:00:00,2026-04-13 21:00:00
V-309840        ,Cancelada,CAUSAF00000001299112,3.770.134,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-02-26 20:15:52,2026-05-11 21:00:00,2026-05-12 21:00:00
V-309973        ,Cancelada,CAUSAF00000001299270,3.764.174,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-26 20:17:25,2026-05-04 21:00:00,2026-05-04 21:00:00
V-310055        ,Cancelada,CAUSAF00000001299355,3.637.030,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-02-26 20:18:12,2026-02-19 21:00:00,2026-02-19 21:00:00
V-310164        ,Cancelada,CAUSAF00000001299489,3.566.538,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-26 20:20:25,2026-01-20 21:00:00,2026-01-20 21:00:00
V-310290        ,Cancelada,CAUSAF00000001299712,55.970.954,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 3,2024-02-26 20:24:14,2026-02-01 21:00:00,2026-03-12 21:00:00
V-310331        ,Cancelada,CAUSAF00000001299763,3.736.508,439.872,13.272,426.600,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-26 20:24:55,2026-04-14 21:00:00,2026-04-14 21:00:00
V-310362        ,Cancelada,CAUSAF00000001299794,3.652.966,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-26 20:25:12,2026-03-09 21:00:00,2026-03-09 21:00:00
V-310367        ,Cancelada,CAUSAF00000001299799,3.629.159,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-02-26 20:25:15,2026-02-10 21:00:00,2026-02-11 21:00:00
V-310497        ,Cancelada,CAUSAF00000001300099,3.629.964,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 5,2024-02-26 20:28:34,2026-02-10 21:00:00,2026-02-22 21:00:00
V-310518        ,Cancelada,CAUSAF00000001300120,3.586.468,268.627,11.977,256.650,BAPRO,VELOCIDAD,Juzgado 5,2024-02-26 20:28:47,2026-02-01 21:00:00,2026-02-05 21:00:00
V-310544        ,Cancelada,CAUSAF00000001300146,3.731.278,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-26 20:29:02,2026-04-06 21:00:00,2026-04-06 21:00:00
V-310581        ,Cancelada,CAUSAF00000001300183,3.738.255,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-02-26 20:29:24,2026-04-19 21:00:00,2026-04-19 21:00:00
V-310602        ,Cancelada,CAUSAF00000001300206,3.734.242,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-26 20:29:38,2026-04-09 21:00:00,2026-04-09 21:00:00
V-310608        ,Cancelada,CAUSAF00000001300299,3.597.218,148.174,12.649,135.525,BAPRO,VELOCIDAD,Juzgado 2,2024-02-26 20:30:36,2026-01-25 21:00:00,2026-01-29 21:00:00
V-310609        ,Cancelada,CAUSAF00000001300300,3.657.838,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-26 20:30:37,2026-03-11 21:00:00,2026-03-11 21:00:00
V-310660        ,Cancelada,CAUSAF00000001300356,3.596.550,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-26 20:31:06,2026-01-18 21:00:00,2026-01-19 21:00:00
V-310673        ,Cancelada,CAUSAF00000001300369,3.660.832,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-26 20:31:13,2026-03-15 21:00:00,2026-03-15 21:00:00
V-310677        ,Cancelada,CAUSAF00000001300373,3.732.464,155.472,13.272,142.200,RAPIPAGO,VELOCIDAD,Juzgado 5,2024-02-26 20:31:15,2026-04-08 21:00:00,2026-04-15 21:00:00
V-310686        ,Cancelada,CAUSAF00000001300382,3.734.243,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-26 20:31:20,2026-04-09 21:00:00,2026-04-09 21:00:00
V-310879        ,Cancelada,CAUSAF00000001300689,3.659.786,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-27 20:04:33,2026-03-12 21:00:00,2026-03-15 21:00:00
V-310956        ,Cancelada,CAUSAF00000001300768,3.770.134,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-02-27 20:07:37,2026-05-11 21:00:00,2026-05-12 21:00:00
V-310982        ,Cancelada,CAUSAF00000001300794,3.640.568,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-27 20:07:46,2026-02-23 21:00:00,2026-02-24 21:00:00
V-311091        ,Cancelada,CAUSAF00000001300916,3.661.498,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-02-27 20:12:32,2026-03-16 21:00:00,2026-03-17 21:00:00
V-311093        ,Cancelada,CAUSAF00000001300918,3.745.528,193.110,8610,184.500,BAPRO,VELOCIDAD,Juzgado 2,2024-02-27 20:12:32,2026-04-20 21:00:00,2026-04-26 21:00:00
V-311154        ,Cancelada,CAUSAF00000001300979,3.751.277,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-27 20:12:46,2026-04-26 21:00:00,2026-04-26 21:00:00
V-311187        ,Cancelada,CAUSAF00000001301012,3.589.517,140.302,11.977,128.325,BAPRO,VELOCIDAD,Juzgado 1,2024-02-27 20:12:54,2026-01-13 21:00:00,2026-01-19 21:00:00
V-311190        ,Cancelada,CAUSAF00000001301015,3.665.349,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-27 20:12:55,2026-03-29 21:00:00,2026-03-29 21:00:00
V-311226        ,Cancelada,CAUSAF00000001301051,55.995.465,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 4,2024-02-27 20:13:16,2026-02-03 21:00:00,2026-03-12 21:00:00
V-311228        ,Cancelada,CAUSAF00000001301053,3.746.645,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-27 20:13:17,2026-04-20 21:00:00,2026-04-21 21:00:00
V-311249        ,Cancelada,CAUSAF00000001301086,3.640.565,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-27 20:13:27,2026-02-23 21:00:00,2026-02-24 21:00:00
V-311356        ,Cancelada,CAUSAF00000001301234,3.585.988,140.302,12.649,127.653,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-27 20:14:20,2026-01-04 21:00:00,2026-01-06 21:00:00
V-311357        ,Cancelada,CAUSAF00000001301235,3.640.146,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-27 20:14:21,2026-02-23 21:00:00,2026-02-23 21:00:00
V-311378        ,Cancelada,CAUSAF00000001301256,3.751.284,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-27 20:14:39,2026-04-26 21:00:00,2026-04-26 21:00:00
V-311599        ,Cancelada,CAUSAF00000001301728,3.749.035,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-27 20:23:52,2026-04-22 21:00:00,2026-04-23 21:00:00
V-311630        ,Cancelada,CAUSAF00000001301816,3.640.089,4.846.374,12.649,4.833.725,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-27 20:24:32,2026-02-24 21:00:00,2026-02-24 21:00:00
V-311693        ,Cancelada,CAUSAF00000001301885,3.597.217,148.174,12.649,135.525,BAPRO,VELOCIDAD,Juzgado 2,2024-02-27 20:24:54,2026-01-25 21:00:00,2026-01-29 21:00:00
V-311828        ,Cancelada,CAUSAF00000001302259,3.771.426,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-28 20:04:12,2026-05-12 21:00:00,2026-05-13 21:00:00
V-311898        ,Cancelada,CAUSAF00000001302330,3.766.000,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-28 20:04:52,2026-05-05 21:00:00,2026-05-05 21:00:00
V-311900        ,Cancelada,CAUSAF00000001302332,3.766.002,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-28 20:05:05,2026-05-05 21:00:00,2026-05-05 21:00:00
V-311931        ,Cancelada,CAUSAF00000001302363,3.644.687,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-28 20:06:34,2026-03-01 21:00:00,2026-03-01 21:00:00
V-311996        ,Cancelada,CAUSAF00000001302429,3.629.895,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-28 20:07:49,2026-02-10 21:00:00,2026-02-10 21:00:00
V-312012        ,Cancelada,CAUSAF00000001302445,3.597.206,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-28 20:07:58,2026-01-19 21:00:00,2026-01-19 21:00:00
V-312077        ,Cancelada,CAUSAF00000001302527,3.748.355,493.022,13.272,479.750,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-28 20:08:51,2026-04-22 21:00:00,2026-04-22 21:00:00
V-312086        ,Cancelada,CAUSAF00000001302536,56.031.922,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 1,2024-02-28 20:08:53,2026-02-19 21:00:00,2026-03-12 21:00:00
V-312206        ,Cancelada,CAUSAF00000001302658,3.622.310,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-28 20:11:53,2026-02-02 21:00:00,2026-02-02 21:00:00
V-312220        ,Cancelada,CAUSAF00000001302674,3.733.943,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-28 20:11:57,2026-04-09 21:00:00,2026-04-09 21:00:00
V-312373        ,Cancelada,CAUSAF00000001302847,3.586.909,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-28 20:13:01,2026-01-07 21:00:00,2026-01-07 21:00:00
V-312401        ,Cancelada,CAUSAF00000001302907,3.629.896,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-28 20:13:16,2026-02-10 21:00:00,2026-02-10 21:00:00
V-312409        ,Cancelada,CAUSAF00000001302915,3.631.350,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-28 20:13:18,2026-02-12 21:00:00,2026-02-12 21:00:00
V-312575        ,Cancelada,CAUSAF00000001303171,3.587.098,140.302,11.977,128.325,PAGO FÁCIL,VELOCIDAD,Juzgado 4,2024-02-28 20:15:12,2026-01-06 21:00:00,2026-01-12 21:00:00
V-312636        ,Cancelada,CAUSAF00000001303534,3.724.052,297.672,13.272,284.400,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-28 20:17:14,2026-03-29 21:00:00,2026-03-30 21:00:00
V-312672        ,Cancelada,CAUSAF00000001303603,56.076.748,297.672,13.272,284.400,SUGIT,VELOCIDAD,Juzgado 2,2024-02-28 20:17:39,2026-03-09 21:00:00,2026-04-13 21:00:00
V-312716        ,Cancelada,CAUSAF00000001303764,56.031.922,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 1,2024-02-28 20:18:42,2026-02-19 21:00:00,2026-03-12 21:00:00
V-313371        ,Cancelada,CAUSAF00000001304838,3.586.020,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:06:28,2026-01-11 21:00:00,2026-01-11 21:00:00
V-313396        ,Cancelada,CAUSAF00000001304863,3.634.921,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-29 20:07:19,2026-02-17 21:00:00,2026-02-17 21:00:00
V-313410        ,Cancelada,CAUSAF00000001304877,3.634.971,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-29 20:08:23,2026-02-17 21:00:00,2026-02-17 21:00:00
V-313411        ,Cancelada,CAUSAF00000001304878,3.732.237,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:08:26,2026-04-06 21:00:00,2026-04-07 21:00:00
V-313526        ,Cancelada,CAUSAF00000001304994,3.748.781,297.672,15.505,282.167,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:12:21,2026-04-29 21:00:00,2026-05-03 21:00:00
V-313562        ,Cancelada,CAUSAF00000001305030,3.748.692,297.672,15.505,282.167,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:12:38,2026-04-29 21:00:00,2026-05-03 21:00:00
V-313568        ,Cancelada,CAUSAF00000001305047,3.748.779,297.672,15.505,282.167,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:12:47,2026-04-29 21:00:00,2026-05-03 21:00:00
V-313623        ,Cancelada,CAUSAF00000001305107,3.587.108,140.302,11.977,128.325,PAGO FÁCIL,VELOCIDAD,Juzgado 4,2024-02-29 20:13:48,2026-01-06 21:00:00,2026-01-12 21:00:00
V-313644        ,Cancelada,CAUSAF00000001305128,3.586.018,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:13:58,2026-01-11 21:00:00,2026-01-11 21:00:00
V-313705        ,Cancelada,CAUSAF00000001305264,3.642.714,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-02-29 20:15:07,2026-03-25 21:00:00,2026-03-25 21:00:00
V-313839        ,Cancelada,CAUSAF00000001305405,3.648.584,109.552,9352,100.200,PAGO FÁCIL,VELOCIDAD,Juzgado 3,2024-02-29 20:16:12,2026-03-04 21:00:00,2026-03-10 21:00:00
V-313844        ,Cancelada,CAUSAF00000001305410,3.634.890,283.699,12.649,271.050,PAGO FÁCIL,VELOCIDAD,Juzgado 4,2024-02-29 20:16:18,2026-04-05 21:00:00,2026-04-09 21:00:00
V-313879        ,Cancelada,CAUSAF00000001305445,3.586.019,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:16:42,2026-01-11 21:00:00,2026-01-11 21:00:00
V-313900        ,Cancelada,CAUSAF00000001305466,3.619.167,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-29 20:16:56,2026-01-29 21:00:00,2026-01-29 21:00:00
V-313956        ,Cancelada,CAUSAF00000001305538,3.746.367,155.472,13.272,142.200,RAPIPAGO,VELOCIDAD,Juzgado 1,2024-02-29 20:17:38,2026-04-20 21:00:00,2026-04-27 21:00:00
V-313968        ,Cancelada,CAUSAF00000001305550,3.650.516,209.752,13.272,196.480,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-29 20:17:43,2026-03-05 21:00:00,2026-03-08 21:00:00
V-314237        ,Cancelada,CAUSAF00000001305848,3.622.049,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-29 20:19:54,2026-02-02 21:00:00,2026-02-02 21:00:00
V-314292        ,Cancelada,CAUSAF00000001305904,3.749.271,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 1,2024-02-29 20:20:18,2026-04-22 21:00:00,2026-04-28 21:00:00
V-314319        ,Cancelada,CAUSAF00000001306116,3.619.166,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-02-29 20:21:53,2026-01-29 21:00:00,2026-01-29 21:00:00
V-314324        ,Cancelada,CAUSAF00000001306121,3.586.182,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:21:56,2026-01-04 21:00:00,2026-01-04 21:00:00
V-314350        ,Cancelada,CAUSAF00000001306152,3.762.339,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-02-29 20:22:11,2026-05-03 21:00:00,2026-05-04 21:00:00
V-314398        ,Cancelada,CAUSAF00000001306233,3.653.515,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-02-29 20:22:44,2026-03-09 21:00:00,2026-03-10 21:00:00
V-314401        ,Cancelada,CAUSAF00000001306236,3.665.127,100.860,8610,92.250,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:22:45,2026-05-12 21:00:00,2026-05-12 21:00:00
V-314420        ,Cancelada,CAUSAF00000001306255,3.761.181,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-29 20:22:53,2026-04-30 21:00:00,2026-05-03 21:00:00
V-314461        ,Cancelada,CAUSAF00000001306632,3.589.955,268.627,12.649,255.978,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:25:52,2026-01-08 21:00:00,2026-01-11 21:00:00
V-314464        ,Cancelada,CAUSAF00000001306635,3.595.868,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:25:53,2026-01-18 21:00:00,2026-01-18 21:00:00
V-314616        ,Cancelada,CAUSAF00000001306787,3.712.745,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-29 20:27:34,2026-03-29 21:00:00,2026-03-30 21:00:00
V-314620        ,Cancelada,CAUSAF00000001306791,3.588.061,268.627,12.649,255.978,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:27:45,2026-01-06 21:00:00,2026-01-07 21:00:00
V-314638        ,Cancelada,CAUSAF00000001306809,3.631.676,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 2,2024-02-29 20:27:58,2026-02-11 21:00:00,2026-02-23 21:00:00
V-314672        ,Cancelada,CAUSAF00000001306843,3.624.675,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-29 20:28:11,2026-02-04 21:00:00,2026-02-05 21:00:00
V-314716        ,Cancelada,CAUSAF00000001306887,3.643.088,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-02-29 20:28:27,2026-03-12 21:00:00,2026-03-12 21:00:00
V-314737        ,Cancelada,CAUSAF00000001306908,3.597.108,148.174,12.649,135.525,PAGO FÁCIL,VELOCIDAD,Juzgado 1,2024-02-29 20:28:35,2026-01-19 21:00:00,2026-01-25 21:00:00
V-314805        ,Cancelada,CAUSAF00000001306976,3.566.674,1.466.327,11.977,1.454.350,RAPIPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:29:39,2026-02-03 21:00:00,2026-02-23 21:00:00
V-314829        ,Cancelada,CAUSAF00000001307000,3.664.834,767.752,9352,758.400,RAPIPAGO,VELOCIDAD,Juzgado 1,2024-02-29 20:29:50,2026-03-22 21:00:00,2026-03-31 21:00:00
V-314837        ,Cancelada,CAUSAF00000001307008,3.594.721,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-02-29 20:29:54,2026-01-15 21:00:00,2026-01-18 21:00:00
V-314877        ,Cancelada,CAUSAF00000001307048,3.616.521,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-02-29 20:30:09,2026-01-27 21:00:00,2026-01-27 21:00:00
V-314897        ,Cancelada,CAUSAF00000001307068,55.871.864,268.627,12.649,255.978,SUGIT,VELOCIDAD,Juzgado 2,2024-02-29 20:30:17,2026-01-07 21:00:00,2026-02-08 21:00:00
V-314935        ,Cancelada,CAUSAF00000001307106,3.587.037,140.302,11.977,128.325,BAPRO,VELOCIDAD,Juzgado 4,2024-02-29 20:31:00,2026-01-27 21:00:00,2026-02-02 21:00:00
V-314962        ,Cancelada,CAUSAF00000001307133,3.763.029,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-02-29 20:31:39,2026-05-03 21:00:00,2026-05-04 21:00:00
V-315067        ,Cancelada,CAUSAF00000001307288,3.765.999,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-01 20:05:51,2026-05-05 21:00:00,2026-05-05 21:00:00
V-315213        ,Cancelada,CAUSAF00000001307466,3.731.009,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-01 20:12:28,2026-04-05 21:00:00,2026-04-05 21:00:00
V-315229        ,Cancelada,CAUSAF00000001307483,56.058.096,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 5,2024-03-01 20:12:34,2026-03-01 21:00:00,2026-04-13 21:00:00
V-315255        ,Cancelada,CAUSAF00000001307509,3.751.061,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-01 20:12:47,2026-04-26 21:00:00,2026-04-26 21:00:00
V-315306        ,Cancelada,CAUSAF00000001307561,3.619.168,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-01 20:13:15,2026-01-29 21:00:00,2026-01-29 21:00:00
V-315355        ,Cancelada,CAUSAF00000001307628,3.634.891,283.699,12.649,271.050,PAGO FÁCIL,VELOCIDAD,Juzgado 4,2024-03-01 20:14:08,2026-04-05 21:00:00,2026-04-09 21:00:00
V-315433        ,Cancelada,CAUSAF00000001307759,3.724.109,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-01 20:15:05,2026-03-29 21:00:00,2026-03-30 21:00:00
V-315500        ,Cancelada,CAUSAF00000001307829,3.731.008,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-01 20:15:34,2026-04-05 21:00:00,2026-04-05 21:00:00
V-315546        ,Cancelada,CAUSAF00000001307971,3.724.111,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-01 20:16:35,2026-03-29 21:00:00,2026-03-30 21:00:00
V-315621        ,Cancelada,CAUSAF00000001308171,3.644.685,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-01 20:17:59,2026-03-01 21:00:00,2026-03-01 21:00:00
V-315656        ,Cancelada,CAUSAF00000001308239,3.646.129,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-01 20:18:28,2026-03-02 21:00:00,2026-03-02 21:00:00
V-315700        ,Cancelada,CAUSAF00000001308283,3.650.752,148.174,13.272,134.902,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-01 20:18:45,2026-03-05 21:00:00,2026-03-08 21:00:00
V-315726        ,Cancelada,CAUSAF00000001308309,3.753.678,155.472,13.272,142.200,BAPRO,VELOCIDAD,Juzgado 1,2024-03-01 20:18:55,2026-04-28 21:00:00,2026-05-05 21:00:00
V-315780        ,Cancelada,CAUSAF00000001308363,3.768.733,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-01 20:19:16,2026-05-10 21:00:00,2026-05-10 21:00:00
V-315812        ,Cancelada,CAUSAF00000001308395,3.643.350,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 3,2024-03-01 20:19:28,2026-02-26 21:00:00,2026-03-04 21:00:00
V-315812        ,Cancelada,CAUSAF00000001308395,56.062.912,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 3,2024-03-01 20:19:28,2026-03-03 21:00:00,2026-04-13 21:00:00
V-315846        ,Cancelada,CAUSAF00000001308429,3.638.284,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-01 20:19:46,2026-02-22 21:00:00,2026-02-22 21:00:00
V-315880        ,Cancelada,CAUSAF00000001308463,3.752.191,297.672,13.272,284.400,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-01 20:20:00,2026-04-27 21:00:00,2026-04-28 21:00:00
V-315915        ,Cancelada,CAUSAF00000001308498,3.566.776,140.302,11.977,128.325,BAPRO,VELOCIDAD,Juzgado 2,2024-03-01 20:20:17,2026-01-11 21:00:00,2026-01-15 21:00:00
V-315932        ,Cancelada,CAUSAF00000001308515,3.737.567,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-01 20:20:32,2026-04-15 21:00:00,2026-04-16 21:00:00
V-315943        ,Cancelada,CAUSAF00000001308526,3.634.892,283.699,12.649,271.050,PAGO FÁCIL,VELOCIDAD,Juzgado 4,2024-03-01 20:20:41,2026-04-05 21:00:00,2026-04-09 21:00:00
V-315979        ,Cancelada,CAUSAF00000001308562,3.623.555,268.627,12.649,255.978,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-01 20:21:20,2026-02-03 21:00:00,2026-02-04 21:00:00
V-315982        ,Cancelada,CAUSAF00000001308565,3.631.832,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-03-01 20:21:24,2026-02-11 21:00:00,2026-02-12 21:00:00
V-315989        ,Cancelada,CAUSAF00000001308572,3.596.670,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-01 20:21:32,2026-01-18 21:00:00,2026-01-19 21:00:00
V-316018        ,Cancelada,CAUSAF00000001308601,3.592.061,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 3,2024-03-01 20:21:52,2026-01-12 21:00:00,2026-01-18 21:00:00
V-316020        ,Cancelada,CAUSAF00000001308603,3.638.868,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-01 20:21:53,2026-02-22 21:00:00,2026-02-22 21:00:00
V-316174        ,Cancelada,CAUSAF00000001308752,3.729.712,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-03-02 20:11:21,2026-03-31 21:00:00,2026-04-05 21:00:00
